utente/$/$/hotel,brec,drec,urec 
Tracy C/$/$/Four Points By Sheraton Memphis Southwind,0.0,1.0,0.0
Tracy C/$/$/Red Roof Inn Erie,0.0,1.0,0.0
D7M/$/$/Four Points By Sheraton Memphis Southwind,0.0,1.0,0.0
cjeffress/$/$/Four Points By Sheraton Memphis Southwind,0.0,1.0,0.0
Alberto Hern��ndez De Santiago/$/$/Four Points By Sheraton Memphis Southwind,0.75,0.11,0.14
foodcop88/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
O9444MFjamesc/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
Lisa C/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
Lisa C/$/$/Boardroom Motel,0.0,1.0,0.0
Lisa C/$/$/Super 8 Columbia East,0.0,1.0,0.0
chadn633/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
Diane M/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
Diane M/$/$/Wingate By Wyndham Lagrange,0.01,0.94,0.05
Teresa I/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
HistoricalTraveler/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
850bruceb/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
sharonkrealty/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
mkmteach1/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
Kenneth N/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
jilldH7827RU/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
JoleenC79/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
JoAnne O/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
294jerryp/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
Roberta R/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
Saralyn O/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
SarahinVegas/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
Gayle L/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
tricycle25/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
carolestephens/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
460benitak/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
michaelbM6468BH/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
niro12/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
railroader11/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
Andrea N/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
beanerobe/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
tripadvisot/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
danhI6089VE/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
Deanna O/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
F3757JSdavidc/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
jeffreyb324/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
Renee G/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
Christine P/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
lfia23/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
Michelle G/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
Samuell194040/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
Dawn M/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
Dawn M/$/$/Holiday Inn Express & Suites Bay City,0.0,1.0,0.0
Mike T/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
lowelle333/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
paulbI4448DU/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
David W/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
David W/$/$/Best Western Plus San Marcos Inn,0.0,1.0,0.0
David W/$/$/Cliffrose Lodge Gardens,0.0,1.0,0.0
David W/$/$/40 Berkeley Hostel,0.04,0.95,0.01
Coaler2004/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
roberthj606/$/$/Americinn Lodge Suites Princeton,0.0,1.0,0.0
Minkyoung R/$/$/Juniper Lane Guest House,0.0,1.0,0.0
Ladybugspacafe/$/$/Juniper Lane Guest House,0.0,1.0,0.0
Mushroomminnow/$/$/Juniper Lane Guest House,0.0,1.0,0.0
Johnnie S/$/$/Juniper Lane Guest House,0.0,1.0,0.0
WandaAnn/$/$/Juniper Lane Guest House,0.0,1.0,0.0
Bob M/$/$/Juniper Lane Guest House,0.0,1.0,0.0
Bob M/$/$/Lewis River Inn,0.0,0.94,0.06
NWDani/$/$/Juniper Lane Guest House,0.0,1.0,0.0
JenPet46/$/$/Juniper Lane Guest House,0.0,1.0,0.0
Lauren G/$/$/Juniper Lane Guest House,0.0,1.0,0.0
shubie710/$/$/Bosselmans Pump Pantry Motel,0.0,1.0,0.0
sjebuffetfan/$/$/Bosselmans Pump Pantry Motel,0.0,1.0,0.0
BRIAN/$/$/Harrah's Laughlin Hotel and Casino,0.02,0.95,0.03
Jana/$/$/Harrah's Laughlin Hotel and Casino,0.05,0.93,0.02
Jana/$/$/Hampton Inn Virginia Beach Oceanfront North,0.0,1.0,0.0
harrahs/$/$/Harrah's Laughlin Hotel and Casino,0.02,0.95,0.03
louis/$/$/Harrah's Laughlin Hotel and Casino,0.0,1.0,0.0
RAY/$/$/Harrah's Laughlin Hotel and Casino,0.12,0.85,0.03
Zelma/$/$/Harrah's Laughlin Hotel and Casino,0.0,1.0,0.0
Nachp/$/$/Harrah's Laughlin Hotel and Casino,0.0,1.0,0.0
Nechama/$/$/Harrah's Laughlin Hotel and Casino,0.12,0.85,0.03
matthew k/$/$/Harrah's Laughlin Hotel and Casino,0.0,1.0,0.0
travis/$/$/Harrah's Laughlin Hotel and Casino,0.0,1.0,0.0
Corene/$/$/Harrah's Laughlin Hotel and Casino,0.12,0.85,0.03
DIANA/$/$/Harrah's Laughlin Hotel and Casino,0.12,0.85,0.03
Fran/$/$/Harrah's Laughlin Hotel and Casino,0.06,0.92,0.02
Fran/$/$/Best Western Knoxville Suites,0.02,0.95,0.03
Fran/$/$/Hotel Metropole,0.0,1.0,0.0
Fran/$/$/Arizona Inn of Prescott Valley,0.06,0.91,0.03
Fran/$/$/Comfort Inn Huntingdon,0.0,1.0,0.0
Fran/$/$/Residence Inn By Marriott Deptford,0.0,1.0,0.0
Sion/$/$/Harrah's Laughlin Hotel and Casino,0.0,1.0,0.0
Hortencia/$/$/Harrah's Laughlin Hotel and Casino,0.0,1.0,0.0
Salina/$/$/Harrah's Laughlin Hotel and Casino,0.12,0.85,0.03
Yvonne/$/$/Harrah's Laughlin Hotel and Casino,0.0,1.0,0.0
Yvonne/$/$/Holiday Inn Express & Suites Phoenix Downtown - Ballpark,0.0,1.0,0.0
Yvonne/$/$/Super 8 Kansas City Airport,0.0,1.0,0.0
Julio/$/$/Harrah's Laughlin Hotel and Casino,0.0,1.0,0.0
Richard K./$/$/Harrah's Laughlin Hotel and Casino,0.12,0.85,0.03
marijude/$/$/Harrah's Laughlin Hotel and Casino,0.02,0.95,0.03
nicholas/$/$/Harrah's Laughlin Hotel and Casino,0.02,0.95,0.03
Marcial Ceballos/$/$/Harrah's Laughlin Hotel and Casino,0.0,1.0,0.0
debora/$/$/Harrah's Laughlin Hotel and Casino,0.12,0.85,0.03
Leticia/$/$/Harrah's Laughlin Hotel and Casino,0.02,0.95,0.03
Ramona/$/$/Harrah's Laughlin Hotel and Casino,0.0,1.0,0.0
alexis/$/$/Harrah's Laughlin Hotel and Casino,0.02,0.95,0.03
Horacio/$/$/Harrah's Laughlin Hotel and Casino,0.12,0.85,0.03
Arnie/$/$/Harrah's Laughlin Hotel and Casino,0.0,1.0,0.0
Ma Elizabeth/$/$/Harrah's Laughlin Hotel and Casino,0.0,1.0,0.0
Bao/$/$/Americas Best Value Inn and Suites,0.0,1.0,0.0
Wilma/$/$/Americas Best Value Inn and Suites,0.0,1.0,0.0
leona/$/$/Americas Best Value Inn and Suites,0.09,0.85,0.06
TIM/$/$/Americas Best Value Inn and Suites,0.0,1.0,0.0
chance/$/$/Americas Best Value Inn and Suites,0.0,1.0,0.0
chance/$/$/Comfort Inn,0.0,1.0,0.0
Randi/$/$/Americas Best Value Inn and Suites,0.0,1.0,0.0
Randi/$/$/Residence Inn By Marriott Tucson Williams Centre,0.0,1.0,0.0
carla/$/$/Americas Best Value Inn and Suites,0.0,1.0,0.0
carla/$/$/Best Western of Long Beach,0.0,1.0,0.0
BRENDA/$/$/Americas Best Value Inn and Suites,0.0,1.0,0.0
BRENDA/$/$/Hyatt House Colorado Springs,0.0,1.0,0.0
Darnell/$/$/Americas Best Value Inn and Suites,0.0,1.0,0.0
Darnell/$/$/Hotel Aura Sfo,0.0,1.0,0.0
Darnell/$/$/Ip Casino Resort Spa,0.0,1.0,0.0
first family va/$/$/Americas Best Value Inn and Suites,0.0,1.0,0.0
Shanin/$/$/Americas Best Value Inn and Suites,0.0,1.0,0.0
traveltime/$/$/Masters Inn,0.0,1.0,0.0
Rabih/$/$/The Westin Europa and Regina,0.0,1.0,0.0
Mr. Pink/$/$/The Westin Europa and Regina,0.0,1.0,0.0
Valkyrie/$/$/The Westin Europa and Regina,0.0,1.0,0.0
brandon/$/$/The Westin Europa and Regina,0.0,1.0,0.0
JP/$/$/The Westin Europa and Regina,0.69,0.26,0.05
Abdullah/$/$/The Westin Europa and Regina,0.0,1.0,0.0
kenneth/$/$/The Westin Europa and Regina,0.0,0.96,0.04
kenneth/$/$/Quality Suites Intercontinental Airport West,0.08,0.89,0.03
kenneth/$/$/Ip Casino Resort Spa,0.04,0.95,0.01
kenneth/$/$/Comfort Inn Montgomery,0.02,0.93,0.05
kenneth/$/$/Wingate By Wyndham Pueblo,0.0,1.0,0.0
gayle/$/$/The Westin Europa and Regina,0.06,0.89,0.05
V.C/$/$/The Westin Europa and Regina,0.0,1.0,0.0
Hani/$/$/The Westin Europa and Regina,0.06,0.89,0.05
T.A.W./$/$/The Westin Europa and Regina,0.06,0.89,0.05
Kishan/$/$/The Westin Europa and Regina,0.06,0.89,0.05
Georgio/$/$/The Westin Europa and Regina,0.0,1.0,0.0
Chilidoc/$/$/The Westin Europa and Regina,0.06,0.89,0.05
Ellie/$/$/The Westin Europa and Regina,0.06,0.89,0.05
k/$/$/The Westin Europa and Regina,0.02,0.94,0.04
k/$/$/Best Western Hotel De Neuville,0.0,0.95,0.05
k/$/$/Greenstay Hotel and Suites,0.01,0.95,0.04
Hung/$/$/The Westin Europa and Regina,0.0,1.0,0.0
amanda/$/$/The Westin Europa and Regina,0.0,1.0,0.0
amanda/$/$/Extended Stay America - Columbia - Northwest Harbison,0.0,1.0,0.0
amanda/$/$/Baymont Inn and Suites Boone,0.0,1.0,0.0
tahera/$/$/The Westin Europa and Regina,0.0,1.0,0.0
Roxana I/$/$/The Westin Europa and Regina,0.06,0.89,0.05
Britni M/$/$/Super 8 Opelousas,0.0,1.0,0.0
L6313JEjamesr/$/$/Super 8 Opelousas,0.0,1.0,0.0
lindacormier82/$/$/Super 8 Opelousas,0.0,1.0,0.0
tommyb270/$/$/Super 8 Opelousas,0.0,1.0,0.0
oklahoma39/$/$/Super 8 Opelousas,0.0,1.0,0.0
GeorgePillsbury/$/$/Super 8 Opelousas,0.0,1.0,0.0
Bev/$/$/Melia Paris Champs-elys��es,0.0,1.0,0.0
Bev/$/$/Super 8 - Effingham,0.0,1.0,0.0
Luiz Vicente/$/$/Melia Paris Champs-elys��es,0.0,1.0,0.0
AB/$/$/Melia Paris Champs-elys��es,0.0,1.0,0.0
������������/$/$/Melia Paris Champs-elys��es,0.08,0.87,0.05
Maryam/$/$/Melia Paris Champs-elys��es,0.0,1.0,0.0
jag/$/$/Melia Paris Champs-elys��es,0.0,1.0,0.0
f./$/$/Melia Paris Champs-elys��es,0.0,1.0,0.0
sophie/$/$/Melia Paris Champs-elys��es,0.0,1.0,0.0
fabrice/$/$/Melia Paris Champs-elys��es,0.0,1.0,0.0
Andor/$/$/Melia Paris Champs-elys��es,0.0,1.0,0.0
Andor/$/$/Econo Lodge Bellmawr,0.59,0.36,0.05
Ya/$/$/Melia Paris Champs-elys��es,0.0,1.0,0.0
Francisco Emilio/$/$/Melia Paris Champs-elys��es,0.0,1.0,0.0
CJ/$/$/Melia Paris Champs-elys��es,0.0,1.0,0.0
CJ/$/$/Americas Best Value Inn,0.03,0.96,0.01
CJ/$/$/Hyatt Place Atlanta/alpharetta/north Point Mall,0.71,0.27,0.02
ZELY/$/$/Melia Paris Champs-elys��es,0.0,1.0,0.0
Nami/$/$/Melia Paris Champs-elys��es,0.08,0.87,0.05
Ivan/$/$/Melia Paris Champs-elys��es,0.0,1.0,0.0
Ivan/$/$/Grand Hotel Cadenabbia,0.0,1.0,0.0
Ivan/$/$/Elba Sara Beach & Golf Resort,0.0,1.0,0.0
Ivan/$/$/Knights Inn Carmel Hill,0.01,0.95,0.04
Karin/$/$/Melia Paris Champs-elys��es,0.0,1.0,0.0
Karin/$/$/Ibis Wuerzburg City,0.0,1.0,0.0
RO/$/$/Melia Paris Champs-elys��es,0.03,0.92,0.05
RO/$/$/Sleep Inn At Harbour View,0.03,0.93,0.04
Gale/$/$/Melia Paris Champs-elys��es,0.0,1.0,0.0
Gale/$/$/Quality Inn and Suites Big Rapids,0.0,1.0,0.0
Helena/$/$/Melia Paris Champs-elys��es,0.0,1.0,0.0
El��as/$/$/Melia Paris Champs-elys��es,0.08,0.87,0.05
Irina/$/$/Melia Paris Champs-elys��es,0.0,1.0,0.0
Irina/$/$/Holiday Inn Fond Du Lac,0.69,0.26,0.05
Araceli/$/$/Melia Paris Champs-elys��es,0.17,0.78,0.05
Araceli/$/$/Candlewood Suites Eugene Springfield,0.0,1.0,0.0
Ari/$/$/Sci�� On Martin,0.0,1.0,0.0
Giancarlo/$/$/Sci�� On Martin,0.0,1.0,0.0
paolucci/$/$/Sci�� On Martin,0.0,1.0,0.0
jenyoung41/$/$/Motel 6,0.0,1.0,0.0
LaToya/$/$/Country Inn and Suites By Carlson Charlotte University Place,0.01,0.96,0.03
LaToya/$/$/Extended Stay America - Columbia - Northwest Harbison,0.01,0.95,0.04
Felicia/$/$/Country Inn and Suites By Carlson Charlotte University Place,0.01,0.96,0.03
Felicia/$/$/Garden of The Gods Club & Resort,0.0,1.0,0.0
sabrina/$/$/Country Inn and Suites By Carlson Charlotte University Place,0.11,0.86,0.03
Heckstall/$/$/Country Inn and Suites By Carlson Charlotte University Place,0.0,1.0,0.0
Lori Ricker/$/$/Country Inn and Suites By Carlson Charlotte University Place,0.01,0.96,0.03
Virginia Travel/$/$/Country Inn and Suites By Carlson Charlotte University Place,0.0,1.0,0.0
Aneta/$/$/Country Inn and Suites By Carlson Charlotte University Place,0.11,0.86,0.03
Aneta/$/$/Hotel Aura Sfo,0.1,0.85,0.05
Stacy W/$/$/Country Inn and Suites By Carlson Charlotte University Place,0.0,1.0,0.0
Waynett/$/$/Country Inn and Suites By Carlson Charlotte University Place,0.11,0.86,0.03
tyrelldelee8/$/$/Country Inn and Suites By Carlson Charlotte University Place,0.0,1.0,0.0
Colleen G/$/$/Country Inn and Suites By Carlson Charlotte University Place,0.83,0.14,0.03
Davina/$/$/Country Inn and Suites By Carlson Charlotte University Place,0.0,1.0,0.0
dee s/$/$/Country Inn and Suites By Carlson Charlotte University Place,0.01,0.96,0.03
traceie2016/$/$/Country Inn and Suites By Carlson Charlotte University Place,0.01,0.96,0.03
P183WQgregoryb/$/$/Country Inn and Suites By Carlson Charlotte University Place,0.11,0.86,0.03
Carrie H/$/$/Country Inn and Suites By Carlson Charlotte University Place,0.0,1.0,0.0
cmak75/$/$/Country Inn and Suites By Carlson Charlotte University Place,0.0,1.0,0.0
Catrina/$/$/Country Inn and Suites By Carlson Charlotte University Place,0.11,0.86,0.03
Trey_stackz/$/$/Country Inn and Suites By Carlson Charlotte University Place,0.0,1.0,0.0
Anupam/$/$/Country Inn and Suites By Carlson Charlotte University Place,0.01,0.96,0.03
nancyf278/$/$/Country Inn and Suites By Carlson Charlotte University Place,0.11,0.86,0.03
NSJ2010/$/$/Country Inn and Suites By Carlson Charlotte University Place,0.01,0.96,0.03
brendacZ7653XA/$/$/Country Inn and Suites By Carlson Charlotte University Place,0.01,0.96,0.03
sandi0227/$/$/Country Inn and Suites By Carlson Charlotte University Place,0.01,0.96,0.03
rescuerox/$/$/Comfort Suites,0.0,0.99,0.01
Autumn Mcdonald/$/$/Comfort Suites,0.73,0.26,0.01
HEATH P/$/$/Comfort Suites,0.0,0.99,0.01
kogabino/$/$/Comfort Suites,0.0,0.99,0.01
tim_and_jennifer/$/$/Comfort Suites,0.0,1.0,0.0
Lauren2382/$/$/Comfort Suites,0.0,0.99,0.01
hornedfroggy/$/$/Comfort Suites,0.1,0.89,0.01
bsan3456/$/$/Comfort Suites,0.0,0.99,0.01
Amburrito89/$/$/Comfort Suites,0.1,0.89,0.01
BamaLady2015/$/$/Comfort Suites,0.1,0.89,0.01
Kim M/$/$/Comfort Suites,0.0,1.0,0.0
LipseyJ/$/$/Comfort Suites,0.1,0.89,0.01
Hubert S/$/$/Comfort Suites,0.0,0.99,0.01
Quentin P/$/$/Comfort Suites,0.1,0.89,0.01
pkmsMissouri/$/$/Comfort Suites,0.1,0.89,0.01
MessNmagic/$/$/Comfort Suites,0.0,0.99,0.01
Rammsteiner/$/$/Comfort Suites,0.1,0.89,0.01
aaron m/$/$/Comfort Suites,0.1,0.89,0.01
sailor1101/$/$/Comfort Suites,0.0,0.99,0.01
Alexus M/$/$/Comfort Suites,0.0,0.99,0.01
Wells1234/$/$/Comfort Suites,0.1,0.89,0.01
Ken H/$/$/Comfort Suites,0.0,0.99,0.01
Abby N/$/$/Comfort Suites,0.1,0.89,0.01
Cheralyn K/$/$/Comfort Suites,0.1,0.89,0.01
RR191/$/$/Comfort Suites,0.1,0.89,0.01
nina1of5/$/$/Comfort Suites,0.1,0.89,0.01
Derel C/$/$/Comfort Suites,0.0,1.0,0.0
Stephanie_Gro/$/$/Comfort Suites,0.1,0.89,0.01
GoodRoads/$/$/Comfort Suites,0.1,0.89,0.01
Ashley Wilson/$/$/Comfort Suites,0.88,0.11,0.01
RhiDavis/$/$/Comfort Suites,0.1,0.89,0.01
Ray H/$/$/Comfort Suites,0.1,0.89,0.01
danilla3comet/$/$/Comfort Suites,0.1,0.89,0.01
FJtravelingpenguine/$/$/Comfort Suites,0.1,0.89,0.01
Ed S/$/$/Comfort Suites,0.0,1.0,0.0
Brian Soltis/$/$/Comfort Inn,0.0,1.0,0.0
Edwin C./$/$/Comfort Inn,0.0,1.0,0.0
vanessalangston/$/$/Gardena Terrace Inn,0.11,0.87,0.02
jason ebeling/$/$/Gardena Terrace Inn,0.0,0.98,0.02
nyda/$/$/Gardena Terrace Inn,0.0,1.0,0.0
RAYMOND/$/$/Gardena Terrace Inn,0.11,0.87,0.02
Deeandkonsti/$/$/Gardena Terrace Inn,0.0,0.98,0.02
Robert E/$/$/Gardena Terrace Inn,0.11,0.87,0.02
Robert E/$/$/Best Western University Inn & Suites,0.0,0.94,0.06
CRUZ/$/$/Gardena Terrace Inn,0.11,0.87,0.02
Conrad/$/$/Gardena Terrace Inn,0.0,1.0,0.0
Francine/$/$/Gardena Terrace Inn,0.0,1.0,0.0
Francine/$/$/Fairfield Inn and Suites By Marriott Plainville,0.0,1.0,0.0
Francine/$/$/Americas Best Value Inn,0.0,1.0,0.0
Lamont/$/$/Gardena Terrace Inn,0.0,1.0,0.0
youngtraveler777/$/$/Gardena Terrace Inn,0.0,1.0,0.0
Fiona L/$/$/Gardena Terrace Inn,0.76,0.22,0.02
yentruoc4/$/$/Gardena Terrace Inn,0.11,0.87,0.02
24anonymous2015/$/$/Gardena Terrace Inn,0.0,1.0,0.0
Zaunya/$/$/Gardena Terrace Inn,0.0,1.0,0.0
Walter O/$/$/Gardena Terrace Inn,0.11,0.87,0.02
JaChike/$/$/Gardena Terrace Inn,0.0,0.98,0.02
mrkolvera/$/$/Gardena Terrace Inn,0.0,0.98,0.02
CCTPR/$/$/Gardena Terrace Inn,0.0,0.98,0.02
michellelara93/$/$/Gardena Terrace Inn,0.11,0.87,0.02
GAnand26/$/$/Gardena Terrace Inn,0.11,0.87,0.02
Adam D/$/$/Gardena Terrace Inn,0.0,0.98,0.02
UjalaCampbell/$/$/Gardena Terrace Inn,0.11,0.87,0.02
Beny H/$/$/Gardena Terrace Inn,0.11,0.87,0.02
john b/$/$/Gardena Terrace Inn,0.51,0.47,0.02
Larisa V/$/$/Gardena Terrace Inn,0.0,0.98,0.02
Rashad/$/$/Gardena Terrace Inn,0.0,1.0,0.0
meghan rodgers/$/$/Gardena Terrace Inn,0.11,0.87,0.02
Dong/$/$/Gardena Terrace Inn,0.0,0.98,0.02
World Traveled H/$/$/Gardena Terrace Inn,0.0,1.0,0.0
SuperMario584/$/$/Gardena Terrace Inn,0.85,0.13,0.02
Martin V/$/$/Gardena Terrace Inn,0.11,0.87,0.02
Else/$/$/Gardena Terrace Inn,0.0,1.0,0.0
Keridwyn R/$/$/Gardena Terrace Inn,0.0,1.0,0.0
bluemonster/$/$/Gardena Terrace Inn,0.72,0.26,0.02
Nasrin/$/$/Gardena Terrace Inn,0.0,1.0,0.0
Stan W/$/$/Gardena Terrace Inn,0.0,0.98,0.02
shooshaan/$/$/Gardena Terrace Inn,0.0,0.98,0.02
BenSydney_Australia/$/$/Gardena Terrace Inn,0.0,0.98,0.02
Allen S/$/$/Gardena Terrace Inn,0.06,0.92,0.02
Allen S/$/$/Cougar Crest Lodge,0.0,1.0,0.0
Alistair S/$/$/Gardena Terrace Inn,0.0,0.98,0.02
Ina T/$/$/Gardena Terrace Inn,0.0,1.0,0.0
Eduardo M/$/$/Gardena Terrace Inn,0.0,0.98,0.02
Lissete/$/$/Gardena Terrace Inn,0.0,1.0,0.0
LavenderMartini/$/$/Gardena Terrace Inn,0.71,0.27,0.02
Marcus B/$/$/Gardena Terrace Inn,0.11,0.87,0.02
Chaniece/$/$/Gardena Terrace Inn,0.11,0.87,0.02
Aleksandar S/$/$/Gardena Terrace Inn,0.0,0.98,0.02
Diana R/$/$/Gardena Terrace Inn,0.11,0.87,0.02
Kiyah/$/$/Gardena Terrace Inn,0.0,1.0,0.0
Nathan_Cory/$/$/Gardena Terrace Inn,0.66,0.32,0.02
Hanui Amy C/$/$/Gardena Terrace Inn,0.0,1.0,0.0
s0metraveler/$/$/Gardena Terrace Inn,0.11,0.87,0.02
darrylgreen/$/$/Gardena Terrace Inn,0.11,0.87,0.02
DuduSP/$/$/Gardena Terrace Inn,0.0,0.98,0.02
Jackeline/$/$/Quality Suites Intercontinental Airport West,0.09,0.87,0.04
farraha/$/$/Quality Suites Intercontinental Airport West,0.09,0.87,0.04
roberto/$/$/Quality Suites Intercontinental Airport West,0.04,0.93,0.03
roberto/$/$/Ip Casino Resort Spa,0.02,0.97,0.01
mindy/$/$/Quality Suites Intercontinental Airport West,0.0,1.0,0.0
Michael bourda/$/$/Quality Suites Intercontinental Airport West,0.0,1.0,0.0
Gloria D./$/$/Quality Suites Intercontinental Airport West,0.09,0.87,0.04
Maynor/$/$/Quality Suites Intercontinental Airport West,0.0,1.0,0.0
Tori/$/$/Quality Suites Intercontinental Airport West,0.0,1.0,0.0
Shanice/$/$/Quality Suites Intercontinental Airport West,0.0,1.0,0.0
Xuan/$/$/Quality Suites Intercontinental Airport West,0.0,1.0,0.0
Mateisha/$/$/Quality Suites Intercontinental Airport West,0.63,0.33,0.04
Ashlei/$/$/Quality Suites Intercontinental Airport West,0.09,0.87,0.04
KVM101/$/$/1785 Inn,0.0,0.88,0.12
SJKK77/$/$/1785 Inn,0.0,1.0,0.0
Yuting_13/$/$/1785 Inn,0.0,0.88,0.12
RJB284/$/$/1785 Inn,0.11,0.77,0.12
Don G/$/$/1785 Inn,0.0,1.0,0.0
James Johnson/$/$/1785 Inn,0.32,0.56,0.12
Brenda J/$/$/1785 Inn,0.0,0.88,0.12
Jim L/$/$/1785 Inn,0.0,1.0,0.0
TheBarefootContessa/$/$/1785 Inn,0.0,1.0,0.0
mily h/$/$/1785 Inn,0.11,0.77,0.12
Maria Neal/$/$/1785 Inn,0.11,0.77,0.12
Jon A/$/$/1785 Inn,0.0,1.0,0.0
yvonne/$/$/Best Western Knoxville Suites,0.0,1.0,0.0
yvonne/$/$/Hotel Garibaldi,0.0,1.0,0.0
Christa/$/$/Best Western Knoxville Suites,0.0,1.0,0.0
Ramiro/$/$/Best Western Knoxville Suites,0.0,1.0,0.0
Amberly/$/$/Best Western Knoxville Suites,0.08,0.88,0.04
Jeanne E./$/$/Best Western Knoxville Suites,0.0,1.0,0.0
Grant Bigman/$/$/Best Western Knoxville Suites,0.7,0.26,0.04
Jessie Krueger/$/$/Best Western Knoxville Suites,0.75,0.21,0.04
john d./$/$/Best Western Knoxville Suites,0.0,1.0,0.0
Peet Snack/$/$/Best Western Knoxville Suites,0.84,0.12,0.04
jordan/$/$/Best Western Knoxville Suites,0.08,0.88,0.04
MARY ANN/$/$/Best Western Knoxville Suites,0.08,0.88,0.04
Reyannan Miller/$/$/Best Western Knoxville Suites,0.75,0.21,0.04
Sean A/$/$/Best Western Knoxville Suites,0.79,0.17,0.04
Donald or Linda/$/$/Best Western Knoxville Suites,0.08,0.88,0.04
Tamara/$/$/Best Western Knoxville Suites,0.0,1.0,0.0
Tamara/$/$/Radisson Blu Conference and Airport Hotel,0.0,0.97,0.03
Tamara/$/$/Campus Inn & Suites Eugene Downtown,0.03,0.95,0.02
Tamara/$/$/Arizona Inn of Prescott Valley,0.03,0.94,0.03
Tamara/$/$/Days Inn and Suites Albany,0.11,0.87,0.02
Tamara/$/$/Red Roof Inn Cedar Rapids,0.07,0.91,0.02
Tamara/$/$/The Savoy Hotel,0.69,0.28,0.03
Liza/$/$/The Jayakarta Bali,0.01,0.93,0.06
Liza/$/$/Microtel Inn and Suites By Wyndham Burlington,0.01,0.95,0.04
Daz/$/$/The Jayakarta Bali,0.0,1.0,0.0
Flicka/$/$/The Jayakarta Bali,0.0,1.0,0.0
Lloyd/$/$/The Jayakarta Bali,0.0,1.0,0.0
Lloyd/$/$/Holiday Inn Express & Suites Phoenix Downtown - Ballpark,0.0,1.0,0.0
Grace/$/$/The Jayakarta Bali,0.0,1.0,0.0
ron/$/$/The Jayakarta Bali,0.06,0.88,0.06
ron/$/$/Comfort Inn and Suites,0.03,0.94,0.03
hong/$/$/The Jayakarta Bali,0.11,0.83,0.06
charlie/$/$/The Jayakarta Bali,0.0,1.0,0.0
aussie a/$/$/The Jayakarta Bali,0.0,1.0,0.0
haych/$/$/The Jayakarta Bali,0.01,0.93,0.06
GMB/$/$/The Jayakarta Bali,0.0,1.0,0.0
Peta/$/$/The Jayakarta Bali,0.01,0.93,0.06
Zen/$/$/The Jayakarta Bali,0.0,1.0,0.0
Tina R/$/$/Holiday Inn Express Grove City (outlet Center),0.03,0.92,0.05
griz16057/$/$/Holiday Inn Express Grove City (outlet Center),0.0,1.0,0.0
RitalinGirl/$/$/Holiday Inn Express Grove City (outlet Center),0.0,1.0,0.0
JPD1988/$/$/Holiday Inn Express Grove City (outlet Center),0.03,0.92,0.05
Mohio/$/$/Holiday Inn Express Grove City (outlet Center),0.03,0.92,0.05
ProBooker/$/$/Holiday Inn Express Grove City (outlet Center),0.0,1.0,0.0
Grandmaat40/$/$/Holiday Inn Express Grove City (outlet Center),0.03,0.92,0.05
