utente/$/$/hotel,somma 
Monica/$/$/Holiday Inn Express & Suites Phoenix Downtown - Ballpark,0.47
Monica/$/$/Comfort Inn Birmingham - Irondale,0.86
Monica/$/$/Travelodge Anaheim Convention Center,0.36
Monica/$/$/Hampton Inn Tucson-airport,0.47
Monica/$/$/Park Terrace Suites,0.14
Monica/$/$/Garden of The Gods Club & Resort,0.51
Monica/$/$/Sleep Inn At Harbour View,0.4
Monica/$/$/Fiesta Inn and Suites,0.26
Monica/$/$/Hotel Valencia Santana Row,0.48
Monica/$/$/Crossland Economy Studios - Lake Charles - Sulphur,0.25
Monica/$/$/Residence Inn By Marriott Fort Lauderdale Weston,0.48
Bobby Forbes/$/$/Wine Valley Lodge,1.11
ana/$/$/Wine Valley Lodge,0.44
ana/$/$/Holiday Inn Express Hotel and Suites Hesperia,0.41
E PATRICK/$/$/Wine Valley Lodge,1.21
Casey Barnett/$/$/Wine Valley Lodge,1.16
Kerri/$/$/Wine Valley Lodge,0.44
lorrie/$/$/Wine Valley Lodge,0.54
Becci Huffman/$/$/Wine Valley Lodge,1.1
Teryl Hawk/$/$/Wine Valley Lodge,1.16
Christian Ginsig/$/$/Wine Valley Lodge,1.11
Paulette/$/$/Wine Valley Lodge,0.45
Paulette/$/$/Comfort Inn - Springfield,1.07
Paulette/$/$/Hampton Inn Tucson-airport,0.47
Robyn/$/$/Wine Valley Lodge,0.5
Robyn/$/$/The Jayakarta Bali,0.42
Justin/$/$/Wine Valley Lodge,0.55
Justin/$/$/Sombrero Resort and Marina,0.41
Justin/$/$/Country Inn and Suites By Carlson Charlotte University Place,0.53
Justin/$/$/Comfort Suites,0.48
Justin/$/$/Hyatt Place Pittsburgh Cranberry,0.56
Justin/$/$/Hyatt House Colorado Springs,0.48
Justin/$/$/Baymont Inn and Suites Boone,0.44
Justin/$/$/Holiday Inn Express Hotel and Suites Va Beach Oceanfront,0.56
Justin/$/$/Candlewood Suites Eugene Springfield,0.79
Justin/$/$/The Westin Buckhead,1.1
Justin/$/$/Greenstay Hotel and Suites,0.53
Justin/$/$/Residence Inn By Marriott Tucson Williams Centre,0.56
withheld/$/$/Wine Valley Lodge,1.16
Carrie Bevis/$/$/Wine Valley Lodge,1.2
natasha/$/$/Hilton Garden Inn Austin Nw - Arboretum,0.44
natasha/$/$/Hyatt Place Atlanta/alpharetta/north Point Mall,0.46
Fellotain/$/$/Hilton Garden Inn Austin Nw - Arboretum,0.44
Patrck/$/$/Hilton Garden Inn Austin Nw - Arboretum,0.5
Joe Arthur/$/$/Hilton Garden Inn Austin Nw - Arboretum,0.5
Khelsey/$/$/Hilton Garden Inn Austin Nw - Arboretum,0.5
Adam/$/$/Hilton Garden Inn Austin Nw - Arboretum,0.47
Adam/$/$/Quality Inn Johnson City,0.41
Adam/$/$/Super 8 Kingston,0.85
Adam/$/$/Lakeway Resort & Spa,1.19
Adam/$/$/Sheraton Offenbach Hotel,0.41
Adam/$/$/Country Inn & Suites By Carlson,0.48
Adam/$/$/1785 Inn,0.26
Adam/$/$/Fairbridge Inn,0.35
Adam/$/$/Hotel An Der Philharmonie,0.43
Adam/$/$/Microtel Inn By Wyndham Knoxville,0.35
Adam/$/$/Bayside Resort Hotel,0.49
Adam/$/$/Knights Inn Eau Claire,0.4
Adam/$/$/H��tel Sezz Paris,0.46
Adam/$/$/Holiday Inn Fond Du Lac,1.02
Adam/$/$/La Quinta Inn Auburn Worcester,0.39
Adam/$/$/Best Western Hartford Hotel & Suites,0.46
Adam/$/$/Holiday Inn Victorville,0.44
Kara/$/$/Hilton Garden Inn Austin Nw - Arboretum,0.44
Kara/$/$/Plaza Hotel and Casino - Las Vegas,0.36
Kara/$/$/Tidewater Inn,1.01
Kara/$/$/The Savoy Hotel,0.48
Doris/$/$/Hilton Garden Inn Austin Nw - Arboretum,0.44
Doris/$/$/Plaza Hotel and Casino - Las Vegas,0.43
Doris/$/$/Extended Stay America - Rockford - I-90,1.1
Juli/$/$/Hilton Garden Inn Austin Nw - Arboretum,0.5
Amelia/$/$/Hilton Garden Inn Austin Nw - Arboretum,0.44
Blas/$/$/Hilton Garden Inn Austin Nw - Arboretum,0.5
Alyson/$/$/Hilton Garden Inn Austin Nw - Arboretum,0.44
Alyson/$/$/Sombrero Resort and Marina,0.29
Nelda/$/$/Hilton Garden Inn Austin Nw - Arboretum,0.44
Zakariah/$/$/Hilton Garden Inn Austin Nw - Arboretum,0.44
RC/$/$/Hilton Garden Inn Austin Nw - Arboretum,0.5
Elijah/$/$/Hilton Garden Inn Austin Nw - Arboretum,0.44
sarfaraz/$/$/Hilton Garden Inn Austin Nw - Arboretum,0.44
notneb3939/$/$/The Governor Hotel,0.4
jmc0116/$/$/The Governor Hotel,0.93
bhebdon/$/$/The Governor Hotel,0.38
wagnontj/$/$/The Governor Hotel,0.38
reneekruger22/$/$/The Governor Hotel,0.98
bpowelltx/$/$/The Governor Hotel,1.07
moosenose/$/$/The Governor Hotel,1.02
sobme108/$/$/The Governor Hotel,1.07
rubybeach/$/$/The Governor Hotel,0.4
highexpectations1/$/$/The Governor Hotel,0.93
mac/$/$/The Governor Hotel,0.4
mac/$/$/Lakeway Resort & Spa,0.51
casey_reed84/$/$/The Governor Hotel,1.12
sanjuani/$/$/The Governor Hotel,0.38
mbmb1/$/$/The Governor Hotel,0.84
ru beach/$/$/The Governor Hotel,0.38
conradmilwaukee/$/$/Pullman Rail Journeys,0.43
justvisitingkids/$/$/Pullman Rail Journeys,0.43
smartqt/$/$/Pullman Rail Journeys,0.43
DOUGANDPOLLY/$/$/Pullman Rail Journeys,0.43
Brian S/$/$/Pullman Rail Journeys,0.43
satchel21/$/$/Pullman Rail Journeys,0.43
Oakparker300/$/$/Pullman Rail Journeys,1.09
JDKulp/$/$/Pullman Rail Journeys,0.43
MJPBAF/$/$/Pullman Rail Journeys,0.43
YellowknifeIslander/$/$/Pullman Rail Journeys,0.43
Martino52/$/$/Pullman Rail Journeys,0.43
RandyGoeke/$/$/Pullman Rail Journeys,0.43
Port-A-Fan/$/$/Pullman Rail Journeys,0.43
Ace J/$/$/Pullman Rail Journeys,0.43
Barbara W/$/$/Motor Inns of America,0.21
Barbara W/$/$/Country Inn and Suites By Carlson Galena,0.47
Jeremy_boris/$/$/Motor Inns of America,0.21
Ajarn_James/$/$/Motor Inns of America,0.21
Daddytravel786/$/$/Motor Inns of America,0.21
katep512016/$/$/Motor Inns of America,0.21
Mark h/$/$/Motor Inns of America,0.21
Bjaya/$/$/Motor Inns of America,0.21
Monconserv/$/$/Motor Inns of America,0.21
bvsst/$/$/Motor Inns of America,0.21
tom s/$/$/Motor Inns of America,0.21
tom s/$/$/Comfort Suites,0.43
VTWolf/$/$/Profile Deluxe Motel,0.49
Elsiedog/$/$/Profile Deluxe Motel,0.49
Donna R/$/$/Profile Deluxe Motel,0.49
Donna R/$/$/La Quinta Inn Auburn Worcester,0.4
smontminy/$/$/Profile Deluxe Motel,0.49
JkeFrmStatFarm/$/$/Profile Deluxe Motel,0.49
Kimberly S/$/$/Profile Deluxe Motel,0.49
Kimberly S/$/$/Cliffrose Lodge Gardens,0.52
Kimberly S/$/$/Hampton Inn and Suites Annapolis,0.5
borchard12/$/$/Profile Deluxe Motel,0.49
Msarrazin1213/$/$/Profile Deluxe Motel,0.49
Sean D/$/$/Profile Deluxe Motel,0.49
Janel P/$/$/Profile Deluxe Motel,0.49
Meghan D/$/$/Profile Deluxe Motel,0.49
Cody M/$/$/Profile Deluxe Motel,0.49
Cody M/$/$/Hampton Inn Abilene,0.49
musaace/$/$/Profile Deluxe Motel,0.49
Kathryn K/$/$/Profile Deluxe Motel,0.49
Phil141/$/$/Profile Deluxe Motel,0.49
Cheryl M/$/$/Profile Deluxe Motel,0.49
Cheryl M/$/$/Best Western Hospitality Hotel and Suites,0.46
Kathleen P/$/$/Profile Deluxe Motel,0.49
Jerry F/$/$/Profile Deluxe Motel,0.49
nicolehachey/$/$/Profile Deluxe Motel,0.49
joanna713/$/$/Profile Deluxe Motel,0.49
Lavella D./$/$/American Star Inn and Suites Atlantic City,0.27
Mariah/$/$/American Star Inn and Suites Atlantic City,0.37
Mariah/$/$/Mercure Curitiba Golden Hotel,0.45
carolyn/$/$/American Star Inn and Suites Atlantic City,0.31
carolyn/$/$/Country Inn and Suites By Carlson Charlotte University Place,0.44
carolyn/$/$/Courtyard By Marriott Rockaway Mount Arlington,0.45
solo traveler/$/$/American Star Inn and Suites Atlantic City,0.27
Dawna/$/$/American Star Inn and Suites Atlantic City,0.27
Dustin/$/$/American Star Inn and Suites Atlantic City,0.27
Jaimese/$/$/American Star Inn and Suites Atlantic City,0.27
Rofael/$/$/American Star Inn and Suites Atlantic City,0.27
Joanitsa/$/$/American Star Inn and Suites Atlantic City,0.42
Kristopher/$/$/American Star Inn and Suites Atlantic City,0.37
Kristopher/$/$/Super 8 Batesville Ar,0.4
Norma/$/$/American Star Inn and Suites Atlantic City,0.28
Norma/$/$/Americas Best Value Inn,0.31
Norma/$/$/City Express Irapuato,0.44
Innocent Victim/$/$/American Star Inn and Suites Atlantic City,0.27
Cher-Ron/$/$/American Star Inn and Suites Atlantic City,0.71
Tesha/$/$/American Star Inn and Suites Atlantic City,0.27
Shanise/$/$/American Star Inn and Suites Atlantic City,0.62
Ashley/$/$/American Star Inn and Suites Atlantic City,0.35
Ashley/$/$/Hyatt Place San Antonio Airport - Quarry Market,0.47
Ashley/$/$/Discovery Inn,0.34
Ashley/$/$/Fort Conde Inn,0.49
Ashley/$/$/Jacksonville Plaza Hotel and Suites,0.41
Ashley/$/$/Norwood Inn and Suites,0.27
Ashley/$/$/Holiday Inn Express & Suites Phoenix Downtown - Ballpark,0.51
Ashley/$/$/Super 8 Schenect/albany Area,0.4
Ashley/$/$/Extended Stay America - Columbia - Northwest Harbison,0.43
Ashley/$/$/Super 8 Crete Ne,0.4
Ashley/$/$/Best Western Hospitality Hotel and Suites,0.42
Ashley/$/$/Mccamly Plaza Hotel,0.41
Ashley/$/$/Fiesta Inn and Suites,0.32
Ashley/$/$/Holiday Inn Fond Du Lac,0.53
Ashley/$/$/Holiday Inn Express Hotel and Suites Va Beach Oceanfront,1.3
Ashley/$/$/Sleep Inn Slidell,0.42
Ashley/$/$/Best Western Hartford Hotel & Suites,0.44
Ashley/$/$/Holiday Inn Victorville,0.46
Ashley/$/$/Cherokee Lodge Bed and Breakfast,1.1
brittany/$/$/American Star Inn and Suites Atlantic City,0.27
CoachBrez/$/$/Meadow Farm Bed and Breakfast,0.45
Roger E/$/$/Meadow Farm Bed and Breakfast,0.45
4Nigel/$/$/Meadow Farm Bed and Breakfast,0.45
Linda S/$/$/Meadow Farm Bed and Breakfast,0.45
Linda S/$/$/Hotel Mc Call,0.45
Linda S/$/$/La Quinta Inn Calhoun,0.52
Linda S/$/$/Red Roof Inn Erie,0.54
Linda S/$/$/Good Nite Inn Rohnert Park,0.5
Krazycat/$/$/Meadow Farm Bed and Breakfast,0.45
Kelleygirl2/$/$/Meadow Farm Bed and Breakfast,0.45
mcsanford/$/$/Meadow Farm Bed and Breakfast,0.45
Mary W/$/$/Meadow Farm Bed and Breakfast,0.45
TheGsNJ/$/$/Meadow Farm Bed and Breakfast,0.45
Mary Ellen B/$/$/Meadow Farm Bed and Breakfast,0.45
shanemB7709ZO/$/$/Days Inn Kuttawa,0.46
Louise H/$/$/Days Inn Kuttawa,0.42
U3753UXanthonyf/$/$/Days Inn Kuttawa,0.46
Terri F/$/$/Days Inn Kuttawa,0.46
BradleyandNicke... S/$/$/Days Inn Kuttawa,0.42
Wayne S/$/$/Days Inn Kuttawa,0.42
barefootacre/$/$/Days Inn Kuttawa,0.42
nerakl/$/$/Days Inn Kuttawa,0.46
johnrQ9831GP/$/$/Days Inn Kuttawa,0.42
jameseK2520LK/$/$/Days Inn Kuttawa,0.42
susan g/$/$/Days Inn Kuttawa,0.42
GrumpyGus11/$/$/Days Inn Kuttawa,0.46
Bill H/$/$/Days Inn Kuttawa,0.42
Bill H/$/$/Holiday Inn Express & Suites Bay City,0.39
AdventureChubbs/$/$/Days Inn Kuttawa,0.42
johnmJ2199XY/$/$/Days Inn Kuttawa,0.42
eddie749/$/$/Days Inn Kuttawa,0.46
emily y/$/$/Days Inn Kuttawa,0.42
Janell M/$/$/Days Inn Kuttawa,0.46
Daniel B/$/$/Days Inn Kuttawa,0.42
Daniel B/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.44
Connie B/$/$/Days Inn Kuttawa,0.42
Connie B/$/$/Tidewater Inn,0.37
DIAMONDJEWELL/$/$/Days Inn Kuttawa,0.42
regina130/$/$/Days Inn Kuttawa,0.46
J9675HPgeorgeb/$/$/Days Inn Kuttawa,0.46
RogerGrace/$/$/Days Inn Kuttawa,0.42
Dan S/$/$/Days Inn Kuttawa,0.42
Dan S/$/$/La Quinta Inn & Suites Bryant,0.51
Dan S/$/$/Super 8 Blackwell Ok,0.4
Emerson D/$/$/Days Inn Kuttawa,0.46
Royce C/$/$/Days Inn Kuttawa,0.42
Susanne/$/$/Hotel Relais De Margaux Golf and Spa,0.44
hally/$/$/Hotel Relais De Margaux Golf and Spa,0.44
AJ S./$/$/Hotel Relais De Margaux Golf and Spa,0.44
Jose Alberto/$/$/Hotel Relais De Margaux Golf and Spa,0.44
Jose Alberto/$/$/Country Inn and Suites By Carlson Charlotte University Place,0.45
Tcheutche/$/$/Hotel Relais De Margaux Golf and Spa,0.52
Claude/$/$/Hotel Relais De Margaux Golf and Spa,0.52
El��onore/$/$/Hotel Relais De Margaux Golf and Spa,0.52
Jette Frederiksen/$/$/Hotel Relais De Margaux Golf and Spa,0.52
awang127/$/$/Hotel Relais De Margaux Golf and Spa,0.44
"C,S, IM/$/$/Hotel Relais De Margaux Golf and Spa",0.44
Dominique/$/$/Hotel Relais De Margaux Golf and Spa,0.44
Dominique/$/$/Red Roof Inn Cedar Rapids,0.24
ollivier/$/$/Hotel Relais De Margaux Golf and Spa,0.44
Josse/$/$/Hotel Relais De Margaux Golf and Spa,0.44
Danie/$/$/Hotel Relais De Margaux Golf and Spa,0.44
DELBREIL/$/$/Hotel Relais De Margaux Golf and Spa,0.52
golfeur 16/$/$/Hotel Relais De Margaux Golf and Spa,0.44
Per/$/$/Hotel Relais De Margaux Golf and Spa,0.48
Per/$/$/Plaza Hotel and Casino - Las Vegas,0.45
Per/$/$/H��tel Sezz Paris,0.46
2 vennepar/$/$/Hotel Relais De Margaux Golf and Spa,0.44
jean-michel/$/$/Hotel Relais De Margaux Golf and Spa,0.44
Andy/$/$/Hotel Relais De Margaux Golf and Spa,0.47
Andy/$/$/Red Roof Inn Erie,0.46
Andy/$/$/Mccamly Plaza Hotel,0.43
Andy/$/$/Holiday Inn Fond Du Lac,0.5
Andy/$/$/Americas Best Value Inn,0.4
Andy/$/$/Comfort Inn and Suites,0.48
Lut Garde/$/$/Hotel Relais De Margaux Golf and Spa,0.52
Sue/$/$/Hotel Relais De Margaux Golf and Spa,0.44
Sue/$/$/The Jayakarta Bali,0.98
Sue/$/$/Mccamly Plaza Hotel,0.39
Sue/$/$/La Quinta Inn Auburn Worcester,1.1
Sue/$/$/Hyatt Dulles,0.52
Sue/$/$/Econo Lodge Miles City,0.41
Cpl in 50's/$/$/Hotel Relais De Margaux Golf and Spa,0.44
Lyn/$/$/Hotel Relais De Margaux Golf and Spa,0.44
Lyn/$/$/Americas Best Value Inn,0.3
Domenico/$/$/Hotel Relais De Margaux Golf and Spa,0.44
Lena/$/$/Hotel Relais De Margaux Golf and Spa,0.52
THIERRY/$/$/Hotel Relais De Margaux Golf and Spa,0.44
Tommy/$/$/Hotel Relais De Margaux Golf and Spa,0.48
Tommy/$/$/Quality Inn Near Six Flags,0.46
Tommy/$/$/Pueblo Bonito Sunset Beach Resort & Spa - All Inclusive,1.07
Tommy/$/$/Lakeway Resort & Spa,1.3
Tommy/$/$/Palm Suites,0.48
Tommy/$/$/Hotel Roc Flamingo,1.1
Tommy/$/$/Holiday Inn Express Hotel and Suites Va Beach Oceanfront,0.56
Tommy/$/$/Hotel Eug��ne En Ville,0.5
Tommy/$/$/Holiday Inn Victorville,0.51
jonas/$/$/Hotel Relais De Margaux Golf and Spa,0.44
Chris Peck/$/$/Hyatt Place San Antonio Airport - Quarry Market,1.07
Jimmy/$/$/Hyatt Place San Antonio Airport - Quarry Market,0.49
Jimmy/$/$/Dockers Inn,0.48
Aga Artka/$/$/Hyatt Place San Antonio Airport - Quarry Market,1.1
Aga Artka/$/$/The Abbey Resort,0.51
Susan M./$/$/Hyatt Place San Antonio Airport - Quarry Market,0.42
Gina D/$/$/Hyatt Place San Antonio Airport - Quarry Market,0.53
Genieta M./$/$/Hyatt Place San Antonio Airport - Quarry Market,0.4
Pinghui/$/$/Hyatt Place San Antonio Airport - Quarry Market,0.4
Deneris/$/$/Hyatt Place San Antonio Airport - Quarry Market,0.53
Mike Haber/$/$/Hyatt Place San Antonio Airport - Quarry Market,1.02
Marcos Lopez/$/$/Hyatt Place San Antonio Airport - Quarry Market,0.97
Dirty Bird/$/$/Hyatt Place San Antonio Airport - Quarry Market,1.15
Evelyn/$/$/Hyatt Place San Antonio Airport - Quarry Market,0.44
Evelyn/$/$/Innisbrook,0.49
Evelyn/$/$/Ip Casino Resort Spa,0.47
Evelyn/$/$/Super 8 Big Cabin Vinita Ok,0.42
Evelyn/$/$/Simpson House Inn,0.52
Tai/$/$/Hyatt Place San Antonio Airport - Quarry Market,0.53
p/$/$/Hyatt Place San Antonio Airport - Quarry Market,0.4
p/$/$/Fireside Inn Santa Cruz,0.34
p/$/$/Excellence Riviera Cancun - Adults Only - All Inclusive,0.53
p/$/$/Fiesta Inn and Suites,0.28
Peter Mancini/$/$/Hyatt Place San Antonio Airport - Quarry Market,1.17
PRISCILLA/$/$/Hyatt Place San Antonio Airport - Quarry Market,1.12
Sarah O/$/$/Hyatt Place San Antonio Airport - Quarry Market,1.07
Abel/$/$/Hyatt Place San Antonio Airport - Quarry Market,0.53
reginald/$/$/Hyatt Place San Antonio Airport - Quarry Market,1.04
reginald/$/$/Extended Stay America - Columbia - Northwest Harbison,0.37
Angela Moran lee/$/$/Hyatt Place San Antonio Airport - Quarry Market,0.97
Nancy N./$/$/Hyatt Place San Antonio Airport - Quarry Market,0.4
Ricardo Hernandez/$/$/Hyatt Place San Antonio Airport - Quarry Market,1.02
Melissa Brumley-Schlabs/$/$/Hyatt Place San Antonio Airport - Quarry Market,1.02
Andre/$/$/Hyatt Place San Antonio Airport - Quarry Market,1.1
Andre/$/$/Mercure Curitiba Golden Hotel,0.45
Andre/$/$/Ibis Wuerzburg City,1.13
Nato Zuazua/$/$/Hyatt Place San Antonio Airport - Quarry Market,1.02
Hotel Tonight/$/$/Hyatt Place San Antonio Airport - Quarry Market,1.17
Hotel Tonight/$/$/Hotel Deca - A Noble House Hotel,0.47
Luceli Lopez/$/$/Hyatt Place San Antonio Airport - Quarry Market,0.53
Viviana/$/$/Discovery Inn,0.27
Viviana/$/$/Hotel Roc Flamingo,0.39
Preston/$/$/Discovery Inn,0.43
EDGAR/$/$/Discovery Inn,0.27
EDGAR/$/$/Harrah's Laughlin Hotel and Casino,0.36
Nanette/$/$/Discovery Inn,0.27
Carl/$/$/Discovery Inn,0.27
Carl/$/$/Pueblo Bonito Sunset Beach Resort & Spa - All Inclusive,0.91
Carl/$/$/Red Roof Inn St Louis - Troy,0.43
Carl/$/$/La Quinta Inn and Suites Nashville Franklin,0.37
Carl/$/$/Howard Johnson Inn - Newburgh,0.8
Carl/$/$/H��tel Marinca and Spa,0.32
Carl/$/$/Super 8 Madison,0.4
Carl/$/$/Bayside Resort Hotel,1.02
Carl/$/$/La Quinta Inn and Suites Hopkinsville,0.45
Carl/$/$/Hampton Inn and Suites Annapolis,0.43
Carl/$/$/Crossland Economy Studios - Lake Charles - Sulphur,0.25
Carl/$/$/Americas Best Value Inn,0.3
Unsatisfied!/$/$/Discovery Inn,0.27
Eik/$/$/Discovery Inn,0.27
Hanne/$/$/Discovery Inn,0.27
weekend travelr/$/$/Discovery Inn,0.43
kjh/$/$/Discovery Inn,0.74
diana/$/$/Discovery Inn,0.29
diana/$/$/Hotel Portaventura,0.41
diana/$/$/Wingate By Wyndham Pueblo,0.48
Michele B/$/$/Discovery Inn,0.27
Ashley R/$/$/Discovery Inn,0.27
Ashley R/$/$/Hampton Inn Virginia Beach Oceanfront North,0.56
DeAnn/$/$/Discovery Inn,0.43
Roy I/$/$/Discovery Inn,0.74
swiggle1029/$/$/Discovery Inn,0.27
Mehmed/$/$/Discovery Inn,0.27
pnelson_1200/$/$/Discovery Inn,0.27
Amec_USA_Experience/$/$/Discovery Inn,0.33
Rex/$/$/Discovery Inn,0.27
Rex/$/$/Gardena Terrace Inn,0.38
Rex/$/$/Holiday Inn Express - Hillsboro,0.45
debschafer/$/$/Discovery Inn,0.43
e/$/$/Discovery Inn,0.27
e/$/$/Warwick Denver,0.4
380newsurfer/$/$/Discovery Inn,0.27
1skigal/$/$/Discovery Inn,0.27
SlowSoloTraveler/$/$/Discovery Inn,0.43
Jeff T./$/$/Discovery Inn,0.89
Nichole R/$/$/Discovery Inn,0.27
savvycade/$/$/Hotel Millersburg,0.44
Ohiograndpa/$/$/Hotel Millersburg,0.44
feldhausenc/$/$/Hotel Millersburg,0.44
LMEFacilityCoord/$/$/Hotel Millersburg,0.44
lauriehaugh/$/$/Hotel Millersburg,0.44
shumax/$/$/Hotel Millersburg,0.41
E Adele S/$/$/Hotel Millersburg,0.44
OhJoyce/$/$/Hotel Millersburg,0.41
Samuel D/$/$/Hotel Millersburg,0.41
sheena192001/$/$/Hotel Millersburg,0.44
Julestwo/$/$/Hotel Millersburg,0.41
Tami T/$/$/Hotel Millersburg,0.41
Edward L/$/$/Hotel Millersburg,0.41
Edward L/$/$/Quality Inn and Suites,0.4
Shigamm/$/$/Hotel Millersburg,0.41
libbytim/$/$/Hotel Millersburg,0.41
Yesforscotland/$/$/Hotel Millersburg,0.44
DavidandJean69/$/$/Hotel Millersburg,0.44
JohnInItaly/$/$/Hotel Millersburg,0.41
lrd1960/$/$/Hotel Millersburg,0.41
Christine B/$/$/Hotel Millersburg,0.44
Christine B/$/$/Gardena Terrace Inn,0.49
mona1963/$/$/Hotel Millersburg,0.41
Sharon B/$/$/Hotel Millersburg,0.41
Sharon B/$/$/Great American Inn Suites,0.19
Trent/$/$/Comfort Inn Livermore,0.4
Trent/$/$/The Westin Buckhead,0.45
Chandra/$/$/Comfort Inn Livermore,0.41
DB/$/$/Comfort Inn Livermore,0.51
wineandwxvactions/$/$/Comfort Inn Livermore,0.4
BK/$/$/Comfort Inn Livermore,0.4
BK/$/$/Holiday Inn Fond Du Lac,0.42
Marco13/$/$/Comfort Inn Livermore,0.4
beltner/$/$/Comfort Inn Livermore,0.41
relatingit/$/$/Comfort Inn Livermore,0.4
Dave Hoffman/$/$/Comfort Inn Livermore,0.51
Bill/$/$/Comfort Inn Livermore,0.41
Bill/$/$/Super 8 Longmont / Del Camino,0.34
Bill/$/$/Holiday Inn Express Hotel and Suites Raleigh-wakefield,0.48
Bill/$/$/Hotel An Der Philharmonie,0.43
Bill/$/$/Ip Casino Resort Spa,0.45
Bill/$/$/Comfort Inn and Suites Bend,0.44
Bill/$/$/Super 8 Indianapolis,0.38
Bill/$/$/Super 8 Kansas City Airport,0.37
Bill/$/$/Super 8 Metropolis,0.39
Bill/$/$/Travelodge Ruther Glen,0.3
Bill/$/$/Baymont Inn and Suites Boone,0.35
Bill/$/$/Hampton Inn Grand Junction Downtown/historic Main Street,0.45
Bill/$/$/Americas Best Value Inn,0.35
Bill/$/$/Holiday Inn Express Hotel and Suites Meadowlands Area,0.47
Gazelle435/$/$/Comfort Inn Livermore,0.51
tom scheerer/$/$/Comfort Inn Livermore,0.41
business travel/$/$/Comfort Inn Livermore,0.4
Nancy/$/$/Comfort Inn Livermore,0.46
Nancy/$/$/Days Inn Bangor Airport,0.44
Nancy/$/$/Tidewater Inn,0.4
Nancy/$/$/Hawthorn Suites Dayton North,0.34
Nancy/$/$/Homewood Suites - Mall of America,0.49
Nancy/$/$/Red Rest Inn,0.39
Nancy/$/$/Lakeway Resort & Spa,0.48
Nancy/$/$/Comfort Inn - Springfield,0.44
Nancy/$/$/Quality Inn,0.35
Nancy/$/$/Country Inn & Suites By Carlson,0.56
Nancy/$/$/Howard Johnson Inn - Newburgh,0.43
Nancy/$/$/Quality Suites Intercontinental Airport West,0.44
Nancy/$/$/Fairbridge Inn,0.74
Nancy/$/$/Super 8 Schenect/albany Area,0.89
Nancy/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.41
Nancy/$/$/Hotel Adler Cavalieri,0.48
Nancy/$/$/Inn At Mendenhall,0.52
Nancy/$/$/La Quinta Inn and Suites Hopkinsville,0.53
